Points ,Time s,7270: Instrument 0 :S/N 10105200: Osc Frequency Hz,7270: Instrument 0 :S/N 10105200: Osc Amplitude V, ,7270: Instrument 0 :S/N 10105200: X (volts/amps) V,7270: Instrument 0 :S/N 10105200: Y (volts/amps) V, , , , , , 
272,136.000000,3.168160e+004,1.000000e-001,,-4.300000e-004,-8.208000e-003,,,,,,,
273,136.500000,3.168190e+004,1.000000e-001,,-4.780000e-004,-8.217000e-003,,,,,,,
274,136.999000,3.168220e+004,1.000000e-001,,-5.190000e-004,-8.221000e-003,,,,,,,
275,137.500000,3.168250e+004,1.000000e-001,,-5.580000e-004,-8.231000e-003,,,,,,,
276,137.999000,3.168280e+004,1.000000e-001,,-5.940000e-004,-8.241000e-003,,,,,,,
277,138.500000,3.168310e+004,1.000000e-001,,-6.310000e-004,-8.251000e-003,,,,,,,
278,139.000000,3.168340e+004,1.000000e-001,,-6.650000e-004,-8.260000e-003,,,,,,,
279,139.500000,3.168370e+004,1.000000e-001,,-6.930000e-004,-8.273000e-003,,,,,,,
280,139.999000,3.168400e+004,1.000000e-001,,-7.230000e-004,-8.286000e-003,,,,,,,
281,140.500000,3.168430e+004,1.000000e-001,,-7.460000e-004,-8.298000e-003,,,,,,,
282,140.999000,3.168460e+004,1.000000e-001,,-7.710000e-004,-8.305000e-003,,,,,,,
283,141.499000,3.168490e+004,1.000000e-001,,-7.970000e-004,-8.321000e-003,,,,,,,
284,141.999000,3.168520e+004,1.000000e-001,,-8.210000e-004,-8.330000e-003,,,,,,,
285,142.499000,3.168550e+004,1.000000e-001,,-8.470000e-004,-8.342000e-003,,,,,,,
286,142.999000,3.168580e+004,1.000000e-001,,-8.630000e-004,-8.357000e-003,,,,,,,
287,143.499000,3.168610e+004,1.000000e-001,,-8.780000e-004,-8.363000e-003,,,,,,,
288,143.999000,3.168640e+004,1.000000e-001,,-8.940000e-004,-8.380000e-003,,,,,,,
289,144.499000,3.168670e+004,1.000000e-001,,-9.150000e-004,-8.389000e-003,,,,,,,
290,144.999000,3.168700e+004,1.000000e-001,,-9.290000e-004,-8.398000e-003,,,,,,,
291,145.499000,3.168730e+004,1.000000e-001,,-9.460000e-004,-8.409000e-003,,,,,,,
292,145.999000,3.168760e+004,1.000000e-001,,-9.560000e-004,-8.419000e-003,,,,,,,
293,146.499000,3.168790e+004,1.000000e-001,,-9.680000e-004,-8.431000e-003,,,,,,,
294,146.999000,3.168820e+004,1.000000e-001,,-9.830000e-004,-8.438000e-003,,,,,,,
295,147.500000,3.168850e+004,1.000000e-001,,-9.890000e-004,-8.450000e-003,,,,,,,
296,148.000000,3.168880e+004,1.000000e-001,,-1.005000e-003,-8.458000e-003,,,,,,,
297,148.499000,3.168910e+004,1.000000e-001,,-1.014000e-003,-8.465000e-003,,,,,,,
298,148.999000,3.168940e+004,1.000000e-001,,-1.020000e-003,-8.478000e-003,,,,,,,
299,149.500000,3.168970e+004,1.000000e-001,,-1.030000e-003,-8.489000e-003,,,,,,,
300,149.999000,3.169000e+004,1.000000e-001,,-1.040000e-003,-8.495000e-003,,,,,,,
301,150.500000,3.169030e+004,1.000000e-001,,-1.048000e-003,-8.502000e-003,,,,,,,
302,150.999000,3.169060e+004,1.000000e-001,,-1.058000e-003,-8.515000e-003,,,,,,,
303,151.500000,3.169090e+004,1.000000e-001,,-1.065000e-003,-8.524000e-003,,,,,,,
304,151.999000,3.169120e+004,1.000000e-001,,-1.077000e-003,-8.529000e-003,,,,,,,
305,152.499000,3.169150e+004,1.000000e-001,,-1.078000e-003,-8.539000e-003,,,,,,,
306,153.000000,3.169180e+004,1.000000e-001,,-1.087000e-003,-8.544000e-003,,,,,,,
307,153.500000,3.169210e+004,1.000000e-001,,-1.097000e-003,-8.550000e-003,,,,,,,
308,153.999000,3.169240e+004,1.000000e-001,,-1.102000e-003,-8.557000e-003,,,,,,,
309,154.499000,3.169270e+004,1.000000e-001,,-1.105000e-003,-8.567000e-003,,,,,,,
310,155.000000,3.169300e+004,1.000000e-001,,-1.111000e-003,-8.569000e-003,,,,,,,
311,155.499000,3.169330e+004,1.000000e-001,,-1.116000e-003,-8.579000e-003,,,,,,,
312,155.999000,3.169360e+004,1.000000e-001,,-1.121000e-003,-8.584000e-003,,,,,,,
313,156.499000,3.169390e+004,1.000000e-001,,-1.125000e-003,-8.592000e-003,,,,,,,
314,156.999000,3.169420e+004,1.000000e-001,,-1.132000e-003,-8.598000e-003,,,,,,,
315,157.500000,3.169450e+004,1.000000e-001,,-1.134000e-003,-8.606000e-003,,,,,,,
316,157.999000,3.169480e+004,1.000000e-001,,-1.137000e-003,-8.609000e-003,,,,,,,
317,158.499000,3.169510e+004,1.000000e-001,,-1.148000e-003,-8.614000e-003,,,,,,,
318,159.000000,3.169540e+004,1.000000e-001,,-1.152000e-003,-8.623000e-003,,,,,,,
319,159.500000,3.169570e+004,1.000000e-001,,-1.157000e-003,-8.624000e-003,,,,,,,
320,159.999000,3.169600e+004,1.000000e-001,,-1.161000e-003,-8.632000e-003,,,,,,,
321,160.499000,3.169630e+004,1.000000e-001,,-1.162000e-003,-8.638000e-003,,,,,,,
322,161.000000,3.169660e+004,1.000000e-001,,-1.167000e-003,-8.639000e-003,,,,,,,
323,161.499000,3.169690e+004,1.000000e-001,,-1.171000e-003,-8.645000e-003,,,,,,,
324,161.999000,3.169720e+004,1.000000e-001,,-1.178000e-003,-8.646000e-003,,,,,,,
325,162.500000,3.169750e+004,1.000000e-001,,-1.176000e-003,-8.655000e-003,,,,,,,
326,162.999000,3.169780e+004,1.000000e-001,,-1.178000e-003,-8.662000e-003,,,,,,,
327,163.499000,3.169810e+004,1.000000e-001,,-1.183000e-003,-8.664000e-003,,,,,,,
328,163.999000,3.169840e+004,1.000000e-001,,-1.187000e-003,-8.668000e-003,,,,,,,
329,164.499000,3.169870e+004,1.000000e-001,,-1.186000e-003,-8.672000e-003,,,,,,,
330,164.999000,3.169900e+004,1.000000e-001,,-1.192000e-003,-8.677000e-003,,,,,,,
331,165.500000,3.169930e+004,1.000000e-001,,-1.193000e-003,-8.682000e-003,,,,,,,
332,165.999000,3.169960e+004,1.000000e-001,,-1.197000e-003,-8.685000e-003,,,,,,,
333,166.499000,3.169990e+004,1.000000e-001,,-1.196000e-003,-8.692000e-003,,,,,,,
334,167.000000,3.170020e+004,1.000000e-001,,-1.195000e-003,-8.696000e-003,,,,,,,
335,167.499000,3.170050e+004,1.000000e-001,,-1.201000e-003,-8.702000e-003,,,,,,,
336,167.999000,3.170080e+004,1.000000e-001,,-1.202000e-003,-8.698000e-003,,,,,,,
337,168.500000,3.170110e+004,1.000000e-001,,-1.207000e-003,-8.702000e-003,,,,,,,
338,168.999000,3.170140e+004,1.000000e-001,,-1.208000e-003,-8.706000e-003,,,,,,,
339,169.500000,3.170170e+004,1.000000e-001,,-1.212000e-003,-8.714000e-003,,,,,,,
340,170.000000,3.170200e+004,1.000000e-001,,-1.212000e-003,-8.713000e-003,,,,,,,
341,170.500000,3.170230e+004,1.000000e-001,,-1.214000e-003,-8.720000e-003,,,,,,,
342,171.000000,3.170260e+004,1.000000e-001,,-1.211000e-003,-8.724000e-003,,,,,,,
343,171.499000,3.170290e+004,1.000000e-001,,-1.221000e-003,-8.730000e-003,,,,,,,
344,171.999000,3.170320e+004,1.000000e-001,,-1.225000e-003,-8.734000e-003,,,,,,,
345,172.499000,3.170350e+004,1.000000e-001,,-1.220000e-003,-8.732000e-003,,,,,,,
346,172.999000,3.170380e+004,1.000000e-001,,-1.228000e-003,-8.736000e-003,,,,,,,
347,173.500000,3.170410e+004,1.000000e-001,,-1.223000e-003,-8.736000e-003,,,,,,,
348,173.999000,3.170440e+004,1.000000e-001,,-1.229000e-003,-8.743000e-003,,,,,,,
349,174.500000,3.170470e+004,1.000000e-001,,-1.229000e-003,-8.742000e-003,,,,,,,
350,174.999000,3.170500e+004,1.000000e-001,,-1.235000e-003,-8.747000e-003,,,,,,,
351,175.500000,3.170530e+004,1.000000e-001,,-1.234000e-003,-8.745000e-003,,,,,,,
352,176.000000,3.170560e+004,1.000000e-001,,-1.238000e-003,-8.749000e-003,,,,,,,
353,176.499000,3.170590e+004,1.000000e-001,,-1.235000e-003,-8.753000e-003,,,,,,,
354,177.000000,3.170620e+004,1.000000e-001,,-1.238000e-003,-8.758000e-003,,,,,,,
355,177.500000,3.170650e+004,1.000000e-001,,-1.240000e-003,-8.761000e-003,,,,,,,
356,177.999000,3.170680e+004,1.000000e-001,,-1.242000e-003,-8.763000e-003,,,,,,,
357,178.499000,3.170710e+004,1.000000e-001,,-1.241000e-003,-8.765000e-003,,,,,,,
358,178.999000,3.170740e+004,1.000000e-001,,-1.238000e-003,-8.766000e-003,,,,,,,
359,179.500000,3.170770e+004,1.000000e-001,,-1.247000e-003,-8.770000e-003,,,,,,,
360,180.000000,3.170800e+004,1.000000e-001,,-1.247000e-003,-8.769000e-003,,,,,,,
361,180.499000,3.170830e+004,1.000000e-001,,-1.247000e-003,-8.776000e-003,,,,,,,
362,180.999000,3.170860e+004,1.000000e-001,,-1.252000e-003,-8.776000e-003,,,,,,,
363,181.499000,3.170890e+004,1.000000e-001,,-1.251000e-003,-8.782000e-003,,,,,,,
364,181.999000,3.170920e+004,1.000000e-001,,-1.249000e-003,-8.779000e-003,,,,,,,
365,182.500000,3.170950e+004,1.000000e-001,,-1.250000e-003,-8.785000e-003,,,,,,,
366,182.999000,3.170980e+004,1.000000e-001,,-1.255000e-003,-8.786000e-003,,,,,,,
367,183.500000,3.171010e+004,1.000000e-001,,-1.252000e-003,-8.787000e-003,,,,,,,
368,183.999000,3.171040e+004,1.000000e-001,,-1.252000e-003,-8.789000e-003,,,,,,,
369,184.499000,3.171070e+004,1.000000e-001,,-1.252000e-003,-8.794000e-003,,,,,,,
370,185.000000,3.171100e+004,1.000000e-001,,-1.254000e-003,-8.792000e-003,,,,,,,
371,185.499000,3.171130e+004,1.000000e-001,,-1.256000e-003,-8.792000e-003,,,,,,,
372,186.000000,3.171160e+004,1.000000e-001,,-1.255000e-003,-8.796000e-003,,,,,,,
373,186.499000,3.171190e+004,1.000000e-001,,-1.257000e-003,-8.800000e-003,,,,,,,
374,186.999000,3.171220e+004,1.000000e-001,,-1.260000e-003,-8.804000e-003,,,,,,,
375,187.500000,3.171250e+004,1.000000e-001,,-1.262000e-003,-8.805000e-003,,,,,,,
376,187.999000,3.171280e+004,1.000000e-001,,-1.262000e-003,-8.807000e-003,,,,,,,
377,188.499000,3.171310e+004,1.000000e-001,,-1.258000e-003,-8.807000e-003,,,,,,,
378,189.000000,3.171340e+004,1.000000e-001,,-1.260000e-003,-8.811000e-003,,,,,,,
379,189.499000,3.171370e+004,1.000000e-001,,-1.264000e-003,-8.809000e-003,,,,,,,
380,190.000000,3.171400e+004,1.000000e-001,,-1.263000e-003,-8.813000e-003,,,,,,,
381,190.500000,3.171430e+004,1.000000e-001,,-1.263000e-003,-8.811000e-003,,,,,,,
382,191.000000,3.171460e+004,1.000000e-001,,-1.266000e-003,-8.817000e-003,,,,,,,
383,191.500000,3.171490e+004,1.000000e-001,,-1.264000e-003,-8.823000e-003,,,,,,,
384,192.000000,3.171520e+004,1.000000e-001,,-1.266000e-003,-8.820000e-003,,,,,,,
385,192.499000,3.171550e+004,1.000000e-001,,-1.269000e-003,-8.822000e-003,,,,,,,
386,193.000000,3.171580e+004,1.000000e-001,,-1.271000e-003,-8.821000e-003,,,,,,,
387,193.499000,3.171610e+004,1.000000e-001,,-1.270000e-003,-8.826000e-003,,,,,,,
388,194.000000,3.171640e+004,1.000000e-001,,-1.274000e-003,-8.826000e-003,,,,,,,
389,194.500000,3.171670e+004,1.000000e-001,,-1.276000e-003,-8.825000e-003,,,,,,,
390,195.000000,3.171700e+004,1.000000e-001,,-1.273000e-003,-8.830000e-003,,,,,,,
391,195.500000,3.171730e+004,1.000000e-001,,-1.275000e-003,-8.832000e-003,,,,,,,
392,196.000000,3.171760e+004,1.000000e-001,,-1.272000e-003,-8.829000e-003,,,,,,,
393,196.500000,3.171790e+004,1.000000e-001,,-1.272000e-003,-8.832000e-003,,,,,,,
394,197.000000,3.171820e+004,1.000000e-001,,-1.270000e-003,-8.837000e-003,,,,,,,
395,197.500000,3.171850e+004,1.000000e-001,,-1.276000e-003,-8.835000e-003,,,,,,,
396,198.000000,3.171880e+004,1.000000e-001,,-1.275000e-003,-8.837000e-003,,,,,,,
397,198.499000,3.171910e+004,1.000000e-001,,-1.278000e-003,-8.839000e-003,,,,,,,
398,199.000000,3.171940e+004,1.000000e-001,,-1.281000e-003,-8.839000e-003,,,,,,,
399,199.500000,3.171970e+004,1.000000e-001,,-1.275000e-003,-8.842000e-003,,,,,,,
400,199.999000,3.172000e+004,1.000000e-001,,-1.279000e-003,-8.846000e-003,,,,,,,
401,200.500000,3.172030e+004,1.000000e-001,,-1.279000e-003,-8.848000e-003,,,,,,,
402,201.000000,3.172060e+004,1.000000e-001,,-1.275000e-003,-8.847000e-003,,,,,,,
403,201.499000,3.172090e+004,1.000000e-001,,-1.279000e-003,-8.847000e-003,,,,,,,
404,201.999000,3.172120e+004,1.000000e-001,,-1.277000e-003,-8.850000e-003,,,,,,,
405,202.499000,3.172150e+004,1.000000e-001,,-1.279000e-003,-8.849000e-003,,,,,,,
406,203.000000,3.172180e+004,1.000000e-001,,-1.281000e-003,-8.847000e-003,,,,,,,
407,203.499000,3.172210e+004,1.000000e-001,,-1.280000e-003,-8.845000e-003,,,,,,,
408,203.999000,3.172240e+004,1.000000e-001,,-1.285000e-003,-8.853000e-003,,,,,,,
409,204.499000,3.172270e+004,1.000000e-001,,-1.283000e-003,-8.856000e-003,,,,,,,
410,204.999000,3.172300e+004,1.000000e-001,,-1.278000e-003,-8.857000e-003,,,,,,,
411,205.500000,3.172330e+004,1.000000e-001,,-1.280000e-003,-8.856000e-003,,,,,,,
412,205.999000,3.172360e+004,1.000000e-001,,-1.284000e-003,-8.862000e-003,,,,,,,
413,206.499000,3.172390e+004,1.000000e-001,,-1.283000e-003,-8.858000e-003,,,,,,,
414,207.000000,3.172420e+004,1.000000e-001,,-1.285000e-003,-8.865000e-003,,,,,,,
415,207.499000,3.172450e+004,1.000000e-001,,-1.284000e-003,-8.863000e-003,,,,,,,
416,207.999000,3.172480e+004,1.000000e-001,,-1.284000e-003,-8.864000e-003,,,,,,,
417,208.499000,3.172510e+004,1.000000e-001,,-1.290000e-003,-8.871000e-003,,,,,,,
418,208.999000,3.172540e+004,1.000000e-001,,-1.292000e-003,-8.862000e-003,,,,,,,
419,209.499000,3.172570e+004,1.000000e-001,,-1.288000e-003,-8.865000e-003,,,,,,,
420,210.000000,3.172600e+004,1.000000e-001,,-1.290000e-003,-8.865000e-003,,,,,,,
421,210.499000,3.172630e+004,1.000000e-001,,-1.288000e-003,-8.870000e-003,,,,,,,
422,210.999000,3.172660e+004,1.000000e-001,,-1.286000e-003,-8.870000e-003,,,,,,,
423,211.499000,3.172690e+004,1.000000e-001,,-1.291000e-003,-8.865000e-003,,,,,,,
424,211.999000,3.172720e+004,1.000000e-001,,-1.288000e-003,-8.869000e-003,,,,,,,
425,212.499000,3.172750e+004,1.000000e-001,,-1.291000e-003,-8.874000e-003,,,,,,,
426,212.999000,3.172780e+004,1.000000e-001,,-1.290000e-003,-8.870000e-003,,,,,,,
427,213.499000,3.172810e+004,1.000000e-001,,-1.289000e-003,-8.872000e-003,,,,,,,
428,214.000000,3.172840e+004,1.000000e-001,,-1.295000e-003,-8.879000e-003,,,,,,,
429,214.499000,3.172870e+004,1.000000e-001,,-1.291000e-003,-8.873000e-003,,,,,,,
430,214.999000,3.172900e+004,1.000000e-001,,-1.294000e-003,-8.878000e-003,,,,,,,
431,215.499000,3.172930e+004,1.000000e-001,,-1.290000e-003,-8.880000e-003,,,,,,,
432,215.999000,3.172960e+004,1.000000e-001,,-1.294000e-003,-8.877000e-003,,,,,,,
433,216.499000,3.172990e+004,1.000000e-001,,-1.292000e-003,-8.876000e-003,,,,,,,
434,216.999000,3.173020e+004,1.000000e-001,,-1.296000e-003,-8.879000e-003,,,,,,,
435,217.499000,3.173050e+004,1.000000e-001,,-1.296000e-003,-8.885000e-003,,,,,,,
436,218.000000,3.173080e+004,1.000000e-001,,-1.292000e-003,-8.882000e-003,,,,,,,
437,218.500000,3.173110e+004,1.000000e-001,,-1.296000e-003,-8.881000e-003,,,,,,,
438,218.999000,3.173140e+004,1.000000e-001,,-1.294000e-003,-8.880000e-003,,,,,,,
439,219.500000,3.173170e+004,1.000000e-001,,-1.292000e-003,-8.885000e-003,,,,,,,
440,220.000000,3.173200e+004,1.000000e-001,,-1.292000e-003,-8.882000e-003,,,,,,,
441,220.500000,3.173230e+004,1.000000e-001,,-1.299000e-003,-8.886000e-003,,,,,,,
442,220.999000,3.173260e+004,1.000000e-001,,-1.297000e-003,-8.887000e-003,,,,,,,
443,221.499000,3.173290e+004,1.000000e-001,,-1.294000e-003,-8.886000e-003,,,,,,,
444,222.000000,3.173320e+004,1.000000e-001,,-1.291000e-003,-8.889000e-003,,,,,,,
445,222.500000,3.173350e+004,1.000000e-001,,-1.295000e-003,-8.888000e-003,,,,,,,
446,223.000000,3.173380e+004,1.000000e-001,,-1.294000e-003,-8.892000e-003,,,,,,,
447,223.500000,3.173410e+004,1.000000e-001,,-1.293000e-003,-8.891000e-003,,,,,,,
448,223.999000,3.173440e+004,1.000000e-001,,-1.296000e-003,-8.892000e-003,,,,,,,
449,224.499000,3.173470e+004,1.000000e-001,,-1.293000e-003,-8.890000e-003,,,,,,,
450,224.999000,3.173500e+004,1.000000e-001,,-1.299000e-003,-8.893000e-003,,,,,,,
451,225.499000,3.173530e+004,1.000000e-001,,-1.297000e-003,-8.897000e-003,,,,,,,
452,226.000000,3.173560e+004,1.000000e-001,,-1.299000e-003,-8.895000e-003,,,,,,,
453,226.500000,3.173590e+004,1.000000e-001,,-1.305000e-003,-8.899000e-003,,,,,,,
454,227.000000,3.173620e+004,1.000000e-001,,-1.301000e-003,-8.897000e-003,,,,,,,
455,227.499000,3.173650e+004,1.000000e-001,,-1.301000e-003,-8.896000e-003,,,,,,,
456,228.000000,3.173680e+004,1.000000e-001,,-1.303000e-003,-8.901000e-003,,,,,,,
457,228.499000,3.173710e+004,1.000000e-001,,-1.302000e-003,-8.899000e-003,,,,,,,
458,228.999000,3.173740e+004,1.000000e-001,,-1.300000e-003,-8.898000e-003,,,,,,,
459,229.499000,3.173770e+004,1.000000e-001,,-1.303000e-003,-8.905000e-003,,,,,,,
460,229.999000,3.173800e+004,1.000000e-001,,-1.302000e-003,-8.902000e-003,,,,,,,
461,230.500000,3.173830e+004,1.000000e-001,,-1.304000e-003,-8.902000e-003,,,,,,,
462,231.000000,3.173860e+004,1.000000e-001,,-1.302000e-003,-8.903000e-003,,,,,,,
463,231.500000,3.173890e+004,1.000000e-001,,-1.304000e-003,-8.901000e-003,,,,,,,
464,232.000000,3.173920e+004,1.000000e-001,,-1.302000e-003,-8.904000e-003,,,,,,,
465,232.499000,3.173950e+004,1.000000e-001,,-1.300000e-003,-8.903000e-003,,,,,,,
466,232.999000,3.173980e+004,1.000000e-001,,-1.303000e-003,-8.908000e-003,,,,,,,
467,233.500000,3.174010e+004,1.000000e-001,,-1.301000e-003,-8.905000e-003,,,,,,,
468,234.000000,3.174040e+004,1.000000e-001,,-1.302000e-003,-8.902000e-003,,,,,,,
469,234.499000,3.174070e+004,1.000000e-001,,-1.303000e-003,-8.909000e-003,,,,,,,
470,235.000000,3.174100e+004,1.000000e-001,,-1.305000e-003,-8.910000e-003,,,,,,,
471,235.500000,3.174130e+004,1.000000e-001,,-1.300000e-003,-8.912000e-003,,,,,,,
472,236.000000,3.174160e+004,1.000000e-001,,-1.303000e-003,-8.909000e-003,,,,,,,
473,236.500000,3.174190e+004,1.000000e-001,,-1.300000e-003,-8.909000e-003,,,,,,,
474,236.999000,3.174220e+004,1.000000e-001,,-1.303000e-003,-8.917000e-003,,,,,,,
475,237.499000,3.174250e+004,1.000000e-001,,-1.304000e-003,-8.910000e-003,,,,,,,
476,238.000000,3.174280e+004,1.000000e-001,,-1.302000e-003,-8.911000e-003,,,,,,,
477,238.499000,3.174310e+004,1.000000e-001,,-1.302000e-003,-8.910000e-003,,,,,,,
478,238.999000,3.174340e+004,1.000000e-001,,-1.306000e-003,-8.914000e-003,,,,,,,
479,239.500000,3.174370e+004,1.000000e-001,,-1.306000e-003,-8.917000e-003,,,,,,,
480,240.000000,3.174400e+004,1.000000e-001,,-1.300000e-003,-8.916000e-003,,,,,,,
481,240.500000,3.174430e+004,1.000000e-001,,-1.306000e-003,-8.914000e-003,,,,,,,
482,241.000000,3.174460e+004,1.000000e-001,,-1.298000e-003,-8.916000e-003,,,,,,,
483,241.500000,3.174490e+004,1.000000e-001,,-1.302000e-003,-8.915000e-003,,,,,,,
484,242.000000,3.174520e+004,1.000000e-001,,-1.306000e-003,-8.918000e-003,,,,,,,
485,242.500000,3.174550e+004,1.000000e-001,,-1.307000e-003,-8.920000e-003,,,,,,,
486,242.999000,3.174580e+004,1.000000e-001,,-1.305000e-003,-8.916000e-003,,,,,,,
487,243.500000,3.174610e+004,1.000000e-001,,-1.309000e-003,-8.915000e-003,,,,,,,
488,244.000000,3.174640e+004,1.000000e-001,,-1.307000e-003,-8.917000e-003,,,,,,,
489,244.499000,3.174670e+004,1.000000e-001,,-1.302000e-003,-8.920000e-003,,,,,,,
490,245.000000,3.174700e+004,1.000000e-001,,-1.306000e-003,-8.921000e-003,,,,,,,
491,245.500000,3.174730e+004,1.000000e-001,,-1.310000e-003,-8.920000e-003,,,,,,,
492,245.999000,3.174760e+004,1.000000e-001,,-1.308000e-003,-8.922000e-003,,,,,,,
493,246.500000,3.174790e+004,1.000000e-001,,-1.305000e-003,-8.923000e-003,,,,,,,
494,247.000000,3.174820e+004,1.000000e-001,,-1.309000e-003,-8.922000e-003,,,,,,,
495,247.500000,3.174850e+004,1.000000e-001,,-1.309000e-003,-8.921000e-003,,,,,,,
496,247.999000,3.174880e+004,1.000000e-001,,-1.306000e-003,-8.922000e-003,,,,,,,
497,248.500000,3.174910e+004,1.000000e-001,,-1.308000e-003,-8.922000e-003,,,,,,,
498,249.000000,3.174940e+004,1.000000e-001,,-1.306000e-003,-8.924000e-003,,,,,,,
499,249.500000,3.174970e+004,1.000000e-001,,-1.308000e-003,-8.923000e-003,,,,,,,
500,250.000000,3.175000e+004,1.000000e-001,,-1.306000e-003,-8.922000e-003,,,,,,,
