Points ,Time s,7270: Instrument 0 :S/N 10105200: Osc Frequency Hz,7270: Instrument 0 :S/N 10105200: Osc Amplitude V, ,7270: Instrument 0 :S/N 10105200: X (volts/amps) V,7270: Instrument 0 :S/N 10105200: Y (volts/amps) V, , , , , , 
158,79.000000,3.164740e+004,1.000000e-001,,-1.351000e-003,-9.403000e-003,,,,,,,
159,79.500000,3.164770e+004,1.000000e-001,,-1.350000e-003,-9.408000e-003,,,,,,,
160,80.000000,3.164800e+004,1.000000e-001,,-1.351000e-003,-9.408000e-003,,,,,,,
161,80.500000,3.164830e+004,1.000000e-001,,-1.352000e-003,-9.414000e-003,,,,,,,
162,81.000000,3.164860e+004,1.000000e-001,,-1.348000e-003,-9.417000e-003,,,,,,,
163,81.500000,3.164890e+004,1.000000e-001,,-1.351000e-003,-9.422000e-003,,,,,,,
164,82.000000,3.164920e+004,1.000000e-001,,-1.346000e-003,-9.428000e-003,,,,,,,
165,82.500000,3.164950e+004,1.000000e-001,,-1.346000e-003,-9.424000e-003,,,,,,,
166,83.000000,3.164980e+004,1.000000e-001,,-1.348000e-003,-9.427000e-003,,,,,,,
167,83.500000,3.165010e+004,1.000000e-001,,-1.347000e-003,-9.442000e-003,,,,,,,
168,84.000000,3.165040e+004,1.000000e-001,,-1.347000e-003,-9.439000e-003,,,,,,,
169,84.500000,3.165070e+004,1.000000e-001,,-1.345000e-003,-9.450000e-003,,,,,,,
170,85.000000,3.165100e+004,1.000000e-001,,-1.338000e-003,-9.449000e-003,,,,,,,
171,85.500000,3.165130e+004,1.000000e-001,,-1.342000e-003,-9.457000e-003,,,,,,,
172,86.000000,3.165160e+004,1.000000e-001,,-1.337000e-003,-9.460000e-003,,,,,,,
173,86.500000,3.165190e+004,1.000000e-001,,-1.338000e-003,-9.463000e-003,,,,,,,
174,87.000000,3.165220e+004,1.000000e-001,,-1.338000e-003,-9.474000e-003,,,,,,,
175,87.500000,3.165250e+004,1.000000e-001,,-1.336000e-003,-9.478000e-003,,,,,,,
176,88.000000,3.165280e+004,1.000000e-001,,-1.337000e-003,-9.480000e-003,,,,,,,
177,88.500000,3.165310e+004,1.000000e-001,,-1.331000e-003,-9.492000e-003,,,,,,,
178,89.000000,3.165340e+004,1.000000e-001,,-1.332000e-003,-9.496000e-003,,,,,,,
179,89.500000,3.165370e+004,1.000000e-001,,-1.326000e-003,-9.497000e-003,,,,,,,
180,90.000000,3.165400e+004,1.000000e-001,,-1.331000e-003,-9.506000e-003,,,,,,,
181,90.500000,3.165430e+004,1.000000e-001,,-1.332000e-003,-9.509000e-003,,,,,,,
182,91.000000,3.165460e+004,1.000000e-001,,-1.324000e-003,-9.519000e-003,,,,,,,
183,91.500000,3.165490e+004,1.000000e-001,,-1.325000e-003,-9.525000e-003,,,,,,,
184,92.000000,3.165520e+004,1.000000e-001,,-1.324000e-003,-9.530000e-003,,,,,,,
185,92.500000,3.165550e+004,1.000000e-001,,-1.323000e-003,-9.536000e-003,,,,,,,
186,93.000000,3.165580e+004,1.000000e-001,,-1.319000e-003,-9.544000e-003,,,,,,,
187,93.500000,3.165610e+004,1.000000e-001,,-1.318000e-003,-9.553000e-003,,,,,,,
188,94.000000,3.165640e+004,1.000000e-001,,-1.318000e-003,-9.557000e-003,,,,,,,
189,94.500000,3.165670e+004,1.000000e-001,,-1.314000e-003,-9.566000e-003,,,,,,,
190,95.000000,3.165700e+004,1.000000e-001,,-1.312000e-003,-9.568000e-003,,,,,,,
191,95.500000,3.165730e+004,1.000000e-001,,-1.309000e-003,-9.585000e-003,,,,,,,
192,96.000000,3.165760e+004,1.000000e-001,,-1.298000e-003,-9.588000e-003,,,,,,,
193,96.500000,3.165790e+004,1.000000e-001,,-1.303000e-003,-9.599000e-003,,,,,,,
194,97.000000,3.165820e+004,1.000000e-001,,-1.299000e-003,-9.606000e-003,,,,,,,
195,97.500000,3.165850e+004,1.000000e-001,,-1.295000e-003,-9.615000e-003,,,,,,,
196,98.000000,3.165880e+004,1.000000e-001,,-1.291000e-003,-9.625000e-003,,,,,,,
197,98.500000,3.165910e+004,1.000000e-001,,-1.288000e-003,-9.636000e-003,,,,,,,
198,99.000000,3.165940e+004,1.000000e-001,,-1.281000e-003,-9.651000e-003,,,,,,,
199,99.500000,3.165970e+004,1.000000e-001,,-1.279000e-003,-9.655000e-003,,,,,,,
200,100.000000,3.166000e+004,1.000000e-001,,-1.272000e-003,-9.664000e-003,,,,,,,
201,100.500000,3.166030e+004,1.000000e-001,,-1.262000e-003,-9.679000e-003,,,,,,,
202,101.000000,3.166060e+004,1.000000e-001,,-1.260000e-003,-9.690000e-003,,,,,,,
203,101.500000,3.166090e+004,1.000000e-001,,-1.257000e-003,-9.701000e-003,,,,,,,
204,102.000000,3.166120e+004,1.000000e-001,,-1.251000e-003,-9.712000e-003,,,,,,,
205,102.500000,3.166150e+004,1.000000e-001,,-1.244000e-003,-9.725000e-003,,,,,,,
206,103.000000,3.166180e+004,1.000000e-001,,-1.236000e-003,-9.735000e-003,,,,,,,
207,103.499000,3.166210e+004,1.000000e-001,,-1.229000e-003,-9.749000e-003,,,,,,,
208,104.000000,3.166240e+004,1.000000e-001,,-1.219000e-003,-9.766000e-003,,,,,,,
209,104.500000,3.166270e+004,1.000000e-001,,-1.211000e-003,-9.780000e-003,,,,,,,
210,105.000000,3.166300e+004,1.000000e-001,,-1.208000e-003,-9.796000e-003,,,,,,,
211,105.500000,3.166330e+004,1.000000e-001,,-1.189000e-003,-9.807000e-003,,,,,,,
212,106.000000,3.166360e+004,1.000000e-001,,-1.181000e-003,-9.822000e-003,,,,,,,
213,106.500000,3.166390e+004,1.000000e-001,,-1.175000e-003,-9.838000e-003,,,,,,,
214,107.000000,3.166420e+004,1.000000e-001,,-1.158000e-003,-9.854000e-003,,,,,,,
215,107.500000,3.166450e+004,1.000000e-001,,-1.147000e-003,-9.876000e-003,,,,,,,
216,107.999000,3.166480e+004,1.000000e-001,,-1.129000e-003,-9.888000e-003,,,,,,,
217,108.500000,3.166510e+004,1.000000e-001,,-1.122000e-003,-9.911000e-003,,,,,,,
218,109.000000,3.166540e+004,1.000000e-001,,-1.103000e-003,-9.933000e-003,,,,,,,
219,109.500000,3.166570e+004,1.000000e-001,,-1.083000e-003,-9.947000e-003,,,,,,,
220,110.000000,3.166600e+004,1.000000e-001,,-1.069000e-003,-9.967000e-003,,,,,,,
221,110.500000,3.166630e+004,1.000000e-001,,-1.046000e-003,-9.988000e-003,,,,,,,
222,111.000000,3.166660e+004,1.000000e-001,,-1.028000e-003,-1.000700e-002,,,,,,,
223,111.500000,3.166690e+004,1.000000e-001,,-1.000000e-003,-1.003000e-002,,,,,,,
224,112.000000,3.166720e+004,1.000000e-001,,-9.750000e-004,-1.005300e-002,,,,,,,
225,112.500000,3.166750e+004,1.000000e-001,,-9.410000e-004,-1.007900e-002,,,,,,,
226,113.000000,3.166780e+004,1.000000e-001,,-9.110000e-004,-1.009000e-002,,,,,,,
227,113.499000,3.166810e+004,1.000000e-001,,-8.800000e-004,-1.011800e-002,,,,,,,
228,114.000000,3.166840e+004,1.000000e-001,,-8.430000e-004,-1.014200e-002,,,,,,,
229,114.500000,3.166870e+004,1.000000e-001,,-8.060000e-004,-1.015900e-002,,,,,,,
230,115.000000,3.166900e+004,1.000000e-001,,-7.540000e-004,-1.018100e-002,,,,,,,
231,115.500000,3.166930e+004,1.000000e-001,,-7.090000e-004,-1.020300e-002,,,,,,,
232,116.000000,3.166960e+004,1.000000e-001,,-6.600000e-004,-1.022300e-002,,,,,,,
233,116.500000,3.166990e+004,1.000000e-001,,-6.050000e-004,-1.024100e-002,,,,,,,
234,116.999000,3.167020e+004,1.000000e-001,,-5.400000e-004,-1.024900e-002,,,,,,,
235,117.500000,3.167050e+004,1.000000e-001,,-4.780000e-004,-1.026700e-002,,,,,,,
236,118.000000,3.167080e+004,1.000000e-001,,-4.120000e-004,-1.027400e-002,,,,,,,
237,118.500000,3.167110e+004,1.000000e-001,,-3.320000e-004,-1.027900e-002,,,,,,,
238,119.000000,3.167140e+004,1.000000e-001,,-2.500000e-004,-1.027400e-002,,,,,,,
239,119.500000,3.167170e+004,1.000000e-001,,-1.690000e-004,-1.026600e-002,,,,,,,
240,120.000000,3.167200e+004,1.000000e-001,,-8.100000e-005,-1.024700e-002,,,,,,,
241,120.500000,3.167230e+004,1.000000e-001,,1.500000e-005,-1.021700e-002,,,,,,,
242,121.000000,3.167260e+004,1.000000e-001,,1.090000e-004,-1.017700e-002,,,,,,,
243,121.500000,3.167290e+004,1.000000e-001,,1.980000e-004,-1.013100e-002,,,,,,,
244,122.000000,3.167320e+004,1.000000e-001,,2.980000e-004,-1.007100e-002,,,,,,,
245,122.500000,3.167350e+004,1.000000e-001,,3.830000e-004,-9.993000e-003,,,,,,,
246,123.000000,3.167380e+004,1.000000e-001,,4.640000e-004,-9.907000e-003,,,,,,,
247,123.500000,3.167410e+004,1.000000e-001,,5.400000e-004,-9.807000e-003,,,,,,,
248,124.000000,3.167440e+004,1.000000e-001,,5.990000e-004,-9.695000e-003,,,,,,,
249,124.500000,3.167470e+004,1.000000e-001,,6.520000e-004,-9.577000e-003,,,,,,,
250,125.000000,3.167500e+004,1.000000e-001,,6.800000e-004,-9.448000e-003,,,,,,,
251,125.499000,3.167530e+004,1.000000e-001,,6.980000e-004,-9.320000e-003,,,,,,,
252,126.000000,3.167560e+004,1.000000e-001,,7.010000e-004,-9.191000e-003,,,,,,,
253,126.500000,3.167590e+004,1.000000e-001,,6.850000e-004,-9.062000e-003,,,,,,,
254,127.000000,3.167620e+004,1.000000e-001,,6.580000e-004,-8.942000e-003,,,,,,,
255,127.500000,3.167650e+004,1.000000e-001,,6.180000e-004,-8.826000e-003,,,,,,,
256,128.000000,3.167680e+004,1.000000e-001,,5.600000e-004,-8.721000e-003,,,,,,,
257,128.500000,3.167710e+004,1.000000e-001,,5.010000e-004,-8.628000e-003,,,,,,,
258,129.000000,3.167740e+004,1.000000e-001,,4.350000e-004,-8.543000e-003,,,,,,,
259,129.500000,3.167770e+004,1.000000e-001,,3.600000e-004,-8.472000e-003,,,,,,,
260,130.000000,3.167800e+004,1.000000e-001,,2.890000e-004,-8.414000e-003,,,,,,,
261,130.500000,3.167830e+004,1.000000e-001,,2.120000e-004,-8.360000e-003,,,,,,,
262,131.000000,3.167860e+004,1.000000e-001,,1.360000e-004,-8.322000e-003,,,,,,,
263,131.500000,3.167890e+004,1.000000e-001,,5.900000e-005,-8.286000e-003,,,,,,,
264,132.000000,3.167920e+004,1.000000e-001,,-8.000000e-006,-8.260000e-003,,,,,,,
265,132.500000,3.167950e+004,1.000000e-001,,-8.400000e-005,-8.238000e-003,,,,,,,
266,133.000000,3.167980e+004,1.000000e-001,,-1.500000e-004,-8.222000e-003,,,,,,,
267,133.500000,3.168010e+004,1.000000e-001,,-2.060000e-004,-8.219000e-003,,,,,,,
268,133.999000,3.168040e+004,1.000000e-001,,-2.650000e-004,-8.212000e-003,,,,,,,
269,134.500000,3.168070e+004,1.000000e-001,,-3.230000e-004,-8.211000e-003,,,,,,,
270,135.000000,3.168100e+004,1.000000e-001,,-3.760000e-004,-8.210000e-003,,,,,,,
271,135.499000,3.168130e+004,1.000000e-001,,-4.230000e-004,-8.214000e-003,,,,,,,
272,136.000000,3.168160e+004,1.000000e-001,,-4.700000e-004,-8.221000e-003,,,,,,,
273,136.500000,3.168190e+004,1.000000e-001,,-5.100000e-004,-8.223000e-003,,,,,,,
274,137.000000,3.168220e+004,1.000000e-001,,-5.540000e-004,-8.232000e-003,,,,,,,
275,137.500000,3.168250e+004,1.000000e-001,,-5.920000e-004,-8.246000e-003,,,,,,,
276,138.000000,3.168280e+004,1.000000e-001,,-6.250000e-004,-8.258000e-003,,,,,,,
277,138.500000,3.168310e+004,1.000000e-001,,-6.570000e-004,-8.262000e-003,,,,,,,
278,139.000000,3.168340e+004,1.000000e-001,,-6.870000e-004,-8.271000e-003,,,,,,,
279,139.500000,3.168370e+004,1.000000e-001,,-7.120000e-004,-8.282000e-003,,,,,,,
